noc_2021,aioe,caioe,groupmean,noc_title,exposure_level,comp_level,quadrant,label
94153,5.871594866,4.901150714,0.513611111,Photographic and film processors,Low Exposure,Low Complementarity,LE-LC,NA
94200,5.741951813,4.407505302,0.580555556,"Motor vehicle assemblers, inspectors and testers",Low Exposure,Low Complementarity,LE-LC,Motor vehicle assemblers / inspectors
94201,5.793522343,4.669792407,0.541944444,"Electronics assemblers, fabricators, inspectors and testers",Low Exposure,Low Complementarity,LE-LC,NA
94202,5.816611357,4.561269035,0.563888889,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",Low Exposure,Low Complementarity,LE-LC,NA
94203,5.845268917,4.678051052,0.547777778,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",Low Exposure,Low Complementarity,LE-LC,NA
94204,5.741951813,4.407505302,0.580555556,Mechanical assemblers and inspectors,Low Exposure,Low Complementarity,LE-LC,NA
94205,5.880311896,4.470670461,0.588055556,"Machine operators and inspectors, electrical apparatus manufacturing",Low Exposure,Low Complementarity,LE-LC,NA
94210,5.75177402,4.512857268,0.562592593,"Furniture and fixture assemblers, finishers, refinishers and inspectors",Low Exposure,Low Complementarity,LE-LC,NA
94212,5.880311896,4.470670461,0.588055556,"Plastic products assemblers, finishers and inspectors",Low Exposure,Low Complementarity,LE-LC,NA
94213,5.506692956,4.405354365,0.548333333,"Industrial painters, coaters and metal finishing process operators",Low Exposure,Low Complementarity,LE-LC,NA
94219,5.76195143,4.465458589,0.575,"Other products assemblers, finishers and inspectors",Low Exposure,Low Complementarity,LE-LC,NA
95100,5.39842728,4.543676294,0.506666667,Labourers in mineral and metal processing,Low Exposure,Low Complementarity,LE-LC,NA
95101,5.39842728,4.543676294,0.506666667,Labourers in metal fabrication,Low Exposure,Low Complementarity,LE-LC,NA
95102,5.688106254,4.325583271,0.585833333,Labourers in chemical products processing and utilities,Low Exposure,Low Complementarity,LE-LC,NA
95103,5.39842728,4.543676294,0.506666667,"Labourers in wood, pulp and paper processing",Low Exposure,Low Complementarity,LE-LC,NA
95104,5.39842728,4.543676294,0.506666667,Labourers in rubber and plastic products manufacturing,Low Exposure,Low Complementarity,LE-LC,NA
95105,5.425241629,4.927062867,0.440069444,Labourers in textile processing and cutting,Low Exposure,Low Complementarity,LE-LC,NA
95106,5.39842728,4.543676294,0.506666667,Labourers in food and beverage processing,Low Exposure,Low Complementarity,LE-LC,NA
95107,5.39842728,4.543676294,0.506666667,Labourers in fish and seafood processing,Low Exposure,Low Complementarity,LE-LC,NA
95109,5.658769882,4.524399859,0.547383041,"Other labourers in processing, manufacturing and utilities",Low Exposure,Low Complementarity,LE-LC,NA
